text,target
"The fault, dear Brutus, is not in our stars, but in ourselves, that we are underlings. Men at some time are masters of their fates: The fault, dear Brutus, is not in our stars, but in ourselves.",0.8531367820643203
She walks to school every day.,0.23998852971983123
"Tomorrow, and tomorrow, and tomorrow, creeps in this petty pace from day to day to the last syllable of recorded time, and all our yesterdays have lighted fools the way to dusty death.",0.8907901520585345
Scientific research methodology involves systematic investigation and rigorous analysis of empirical evidence.,0.619764941389082
The theoretical frameworks of postcolonial studies examine the lasting effects of imperialism on contemporary global relations.,0.809537755850417
Fish swim in water.,0.14228224958225347
The epistemological debate between rationalism and empiricism continues to influence contemporary approaches to knowledge acquisition.,0.7339272058093212
The book is on the table.,0.19681616241309208
The door opens slowly.,0.2786730177787804
Children play outside.,0.21338528791631306
"Theoretical physics explores the fundamental nature of space, time, and matter through mathematical frameworks and experimental validation.",0.7105909577675125
The ontological implications of artificial intelligence raise profound questions about the nature of consciousness and personhood.,0.7094165021781347
Cooking dinner together is fun and educational.,0.3585951043312404
The philosophical debate over free will versus determinism continues to challenge our understanding of human agency.,0.630001485945784
Educational reform initiatives aim to improve learning outcomes through evidence-based instructional strategies.,0.6140679102576023
"Socioeconomic disparities manifest themselves through multifaceted channels, perpetuating cycles of inequality across generations despite policy interventions.",0.7476521820019212
The car drives fast.,0.26021692287089027
"Friends, Romans, countrymen, lend me your ears; I come to bury Caesar, not to praise him. The evil that men do lives after them; The good is oft interred with their bones.",0.9216550745469867
The museum displays artifacts from ancient civilizations.,0.34376886524018224
"Is this a dagger which I see before me, the handle toward my hand? Come, let me clutch thee. I have thee not, and yet I see thee still. Art thou not, fatal vision, sensible to feeling as to sight?",0.9286149928803722
The clock ticks quietly.,0.11334697105716006
